"","Question","Response","Demographic","OctPoll","NovPoll","Difference"
"820","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Dem",6,7,1
"821","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Rep",16,5,-11
"822","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Ind/ Other",8,6,-2
"823","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Perez Williams",6,5,-1
"824","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Lavine",13,11,-2
"825","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Nicoletti",5,9,4
"826","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Walsh",9,4,-5
"827","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Under 55",9,6,-3
"828","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","55+",7,5,-2
"829","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Lib",6,4,-2
"830","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Mod",8,5,-3
"831","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Conserv",12,10,-2
"832","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","White",7,5,-2
"833","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Afr Amer /Black",11,9,-2
"834","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","<$50K",9,7,-2
"835","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","$50K-$100K",8,5,-3
"836","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","$100K+",11,7,-4
"837","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Less than college",7,7,0
"838","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","College degree",9,5,-4
"839","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","Yes",9,4,-5
"840","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Choosing the candidate that seems to be most like me","No",8,7,-1
"841","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Total",4,4,0
"842","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","M",6,3,-3
"843","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","F",2,5,3
"844","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Dem",2,2,0
"845","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Rep",2,1,-1
"846","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Ind/ Other",7,5,-2
"847","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Perez Williams",2,2,0
"848","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Lavine",12,2,-10
"849","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Nicoletti",2,0,-2
"850","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Walsh",1,2,1
"851","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Under 55",3,3,0
"852","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","55+",5,6,1
"853","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Lib",2,3,1
"854","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Mod",2,2,0
"855","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Conserv",7,4,-3
"856","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","White",3,3,0
"857","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Afr Amer /Black",1,8,7
"858","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","<$50K",3,3,0
"859","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","$50K-$100K",2,3,1
"860","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","$100K+",10,3,-7
"861","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Less than college",3,4,1
"862","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","College degree",5,4,-1
"863","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","Yes",1,6,5
"864","Q10. As you consider your Vote Choice* for Mayor of Syracuse, which of the following matters most to you: [CHOICES ROTATED]","Don't know/Refused","No",5,3,-2
"865","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Total",20,26,6
"866","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","M",16,29,13
"867","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","F",23,23,0
"868","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Dem",16,25,9
"869","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Rep",32,32,0
"870","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Ind/ Other",17,27,10
"871","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Perez Williams",15,21,6
"872","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Lavine",23,27,4
"873","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Nicoletti",29,48,19
"874","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Walsh",18,29,11
"875","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Under 55",15,24,9
"876","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","55+",26,29,3
"877","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Lib",9,18,9
"878","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Mod",22,28,6
"879","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Conserv",27,39,12
"880","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","White",19,26,7
"881","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Afr Amer /Black",20,31,11
"882","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","<$50K",19,26,7
"883","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","$50K-$100K",18,29,11
"884","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","$100K+",16,25,9
"885","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Less than college",22,31,9
"886","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","College degree",16,21,5
"887","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","Yes",11,24,13
"888","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Crime and public safety","No",22,27,5
"889","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Total",22,14,-8
"890","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","M",16,12,-4
"891","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","F",27,16,-11
"892","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Dem",24,12,-12
"893","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Rep",26,13,-13
"894","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Ind/ Other",17,19,2
"895","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Perez Williams",19,15,-4
"896","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Lavine",26,20,-6
"897","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Nicoletti",32,14,-18
"898","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Walsh",18,14,-4
"899","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Under 55",30,16,-14
"900","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","55+",13,12,-1
"901","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Lib",26,16,-10
"902","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Mod",23,15,-8
"903","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Conserv",20,11,-9
"904","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","White",22,14,-8
"905","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Afr Amer /Black",21,12,-9
"906","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","<$50K",27,17,-10
"907","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","$50K-$100K",20,11,-9
"908","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","$100K+",15,13,-2
"909","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Less than college",22,15,-7
"910","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","College degree",21,14,-7
"911","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","Yes",28,15,-13
"912","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Public school performance","No",20,14,-6
"913","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Total",27,26,-1
"914","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","M",36,27,-9
"915","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","F",21,26,5
"916","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Dem",27,27,0
"917","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Rep",23,25,2
"918","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Ind/ Other",34,25,-9
"919","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Perez Williams",29,29,0
"920","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Lavine",39,29,-10
"921","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Nicoletti",16,15,-1
"922","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Walsh",33,24,-9
"923","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Under 55",25,26,1
"924","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","55+",30,27,-3
"925","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Lib",22,25,3
"926","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Mod",26,28,2
"927","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Conserv",30,27,-3
"928","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","White",27,28,1
"929","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Afr Amer /Black",26,24,-2
"930","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","<$50K",25,24,-1
"931","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","$50K-$100K",29,32,3
"932","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","$100K+",37,24,-13
"933","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Less than college",27,25,-2
"934","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","College degree",28,28,0
"935","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","Yes",30,28,-2
"936","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Jobs and the economy","No",27,26,-1
"937","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Total",18,23,5
"938","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","M",19,20,1
"939","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","F",17,26,9
"940","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Dem",22,27,5
"941","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Rep",8,19,11
"942","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Ind/ Other",18,17,-1
"943","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Perez Williams",25,27,2
"944","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Lavine",2,13,11
"945","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Nicoletti",14,9,-5
"946","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Walsh",18,23,5
"947","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Under 55",21,28,7
"948","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","55+",15,17,2
"949","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Lib",30,35,5
"950","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Mod",18,17,-1
"951","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Conserv",10,16,6
"952","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","White",19,23,4
"953","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Afr Amer /Black",17,24,7
"954","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","<$50K",15,17,2
"955","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","$50K-$100K",20,19,-1
"956","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","$100K+",26,34,8
"957","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Less than college",14,15,1
"958","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","College degree",24,31,7
"959","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","Yes",25,25,0
"960","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Poverty","No",16,23,7
"961","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Total",8,8,0
"962","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","M",8,10,2
"963","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","F",9,6,-3
"964","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Dem",8,7,-1
"965","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Rep",7,10,3
"966","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Ind/ Other",9,9,0
"967","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Perez Williams",10,7,-3
"968","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Lavine",7,11,4
"969","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Nicoletti",5,13,8
"970","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Walsh",11,8,-3
"971","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Under 55",5,4,-1
"972","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","55+",12,12,0
"973","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Lib",8,4,-4
"974","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Mod",9,11,2
"975","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Conserv",8,5,-3
"976","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","White",9,7,-2
"977","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Afr Amer /Black",8,7,-1
"978","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","<$50K",8,11,3
"979","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","$50K-$100K",11,8,-3
"980","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","$100K+",3,4,1
"981","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Less than college",8,11,3
"982","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","College degree",8,5,-3
"983","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","Yes",5,8,3
"984","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","The quality of city services","No",9,8,-1
"985","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Total",2,1,-1
"986","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","M",2,0,-2
"987","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","F",2,1,-1
"988","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Dem",1,1,0
"989","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Rep",2,1,-1
"990","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Ind/ Other",3,0,-3
"991","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Perez Williams",1,0,-1
"992","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Lavine",2,0,-2
"993","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Nicoletti",1,1,0
"994","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Walsh",0,1,1
"995","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Under 55",2,1,-1
"996","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","55+",2,1,-1
"997","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Lib",4,0,-4
"998","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Mod",1,0,-1
"999","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Conserv",2,1,-1
"1000","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","White",2,1,-1
"1001","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Afr Amer /Black",1,0,-1
"1002","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","<$50K",3,1,-2
"1003","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","$50K-$100K",1,1,0
"1004","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","$100K+",2,0,-2
"1005","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Less than college",2,1,-1
"1006","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","College degree",2,0,-2
"1007","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","Yes",0,0,0
"1008","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Other","No",2,1,-1
"1009","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Don't know/No opinion","Total",3,2,-1
"1010","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Don't know/No opinion","M",4,1,-3
"1011","Q11. Of the following, which issue is the SINGLE MOST important issue you would like the next mayor to address first: [CHOICES ROTATED]","Don't know/No opinion","F",3,3,0
